DISTRICT,STREET ID,STREET NAME,SEC ID,BEG LOCATION,END LOCATION,FC,ST,Lns,L,W,"AREA (SqFt)",PCI DATE,PCI,"Last MnR Date",Last MnR Treatment
1,322352,LINCOLN ST,040,CHESTNUT ST,DEAD END,R,O,2,440,36,"15,840",07/21/2022,41,08/28/2008,MILL AND THICK OVERLAY
1,322352,LINCOLN ST,045,ACTON ST,SACRAMENTO ST,R,O,2,750,24,"18,000",07/21/2022,40,08/28/2008,MILL AND THICK OVERLAY
1,423352,LINCOLN ST,050,SACRAMENTO ST,GRANT ST,R,O,2,"1,935",36,"69,660",07/21/2022,81,09/20/2019,SLURRY SEAL
4,524352,LINCOLN ST,060,MILVIA ST,SHATTUCK AVE,R,A,2,665,32,"21,280",07/26/2022,89,08/15/2012,RECONSTRUCT STRUCTURE (AC)
8,638353,LINDEN AVE,070,ASHBY AVE,WEBSTER ST,R,A,2,660,27,"17,820",07/20/2022,29,07/01/1993,RECONSTRUCT SURFACE (AC)
3,735354,LORINA ST,068,RUSSELL ST,ASHBY AVE,R,O,2,550,30,"16,500",07/08/2022,52,07/01/1988,THIN OVERLAY w/FABRIC
5,212355,LOS ANGELES AVE,060,THE ALAMEDA,CONTRA COSTA AVE,R,O,2,420,48,"20,160",07/14/2022,34,11/01/1986,THICK AC OVERLAY(2.5 INCHES)
5,114355,LOS ANGELES AVE,065,THE CIRCLE,SPRUCE ST,C,A,2,"1,755",30,"52,650",07/14/2022,71,06/15/2016,SLURRY SEAL
5,212355,LOS ANGELES AVE,065,CONTRA COSTA AVE,THE CIRCLE,R,A,2,845,24,"20,280",07/14/2022,71,11/06/2003,RECONSTRUCT STRUCTURE (AC)
2,933360,MABEL ST,060,DWIGHT WAY,PARKER ST,R,O,2,645,36,"23,220",07/13/2022,29,09/01/1993,MILL AND OVERLAY W/FABRIC
2,933360,MABEL ST,062,PARKER ST,DERBY ST,R,O,2,650,36,"23,400",07/13/2022,17,10/01/1992,MILL AND OVERLAY W/FABRIC
2,933360,MABEL ST,064,DERBY ST,WARD ST,R,O,2,295,36,"10,620",07/13/2022,32,10/01/1992,MILL AND OVERLAY W/FABRIC
2,933360,MABEL ST,065,WARD ST,RUSSELL ST,R,O,2,"1,197",36,"43,092",07/13/2022,29,09/01/1991,MILL AND OVERLAY W/FABRIC
2,933360,MABEL ST,067,RUSSELL ST,ASHBY AVE,R,O,2,523,36,"18,828",07/13/2022,32,09/01/1991,MILL AND OVERLAY W/FABRIC
2,940360,MABEL ST,070,ASHBY AVE,66TH ST,R,O,2,"1,248",36,"44,928",07/13/2022,71,06/30/2010,MILL AND THIN OVERLAY
5,213361,MADERA ST,050,TULARE AVE,COLUSA AVE,R,O,2,827,32,"26,464",07/19/2022,70,12/01/1989,MILL AND OVERLAY W/FABRIC
5,213363,MARIN AVE,050,WEST CITY LIMIT (TULARE AVE),THE ALAMEDA,A,O,2,"1,655",60,"99,300",07/19/2022,81,11/30/2011,MILL AND THICK OVERLAY
5,212363,MARIN AVE,060,THE ALAMEDA,THE CIRCLE,A,O,2,"1,150",60,"69,000",07/19/2022,79,11/30/2011,MILL AND THICK OVERLAY
5,112363,MARIN AVE,065,THE CIRCLE,SPRUCE ST,C,P,2,"1,646",23,"37,858",07/19/2022,58,,
6,111363,MARIN AVE,070,SPRUCE ST,EUCLID AVE,C,P,2,"1,050",23,"24,150",07/07/2022,64,,
6,111363,MARIN AVE,074,EUCLID AVE,GRIZZLY PEAK BLVD,C,P,2,"1,078",23,"24,794",07/07/2022,44,,
6,111363,MARIN AVE,078,GRIZZLY PEAK BLVD,CRESTON RD,R,A,2,330,28,"9,240",07/07/2022,19,09/08/1999,RECONSTRUCT SURFACE (AC)
6,111363,MARIN AVE,079,CRESTON RD,DEAD END (PACIFIC LUTHERAN),R,A,2,450,30,"13,500",07/07/2022,39,09/08/1999,RECONSTRUCT STRUCTURE (AC)
1,320685,MARINA BLVD,010,SPINNAKER WAY,UNIVERSITY AVE,C,O,2,"2,250",27,"60,750",07/27/2022,100,06/03/2022,MILL AND THICK OVERLAY
5,114364,MARIPOSA AVE,020,LOS ANGELES AVE,AMADOR AVE,R,A,2,"1,070",36,"38,520",07/14/2022,83,11/06/2003,RECONSTRUCT SURFACE (AC)
5,417250,MARTIN LUTHER KING JR W,030,YOLO AVE,CEDAR ST,A,O,2,"2,610",40,"104,400",07/14/2022,52,08/11/2008,MILL AND THICK OVERLAY
"1,4",424250,MARTIN LUTHER KING JR W,040,CEDAR ST,UNIVERSITY AVE,A,O,2,"2,350",56,"131,600",07/21/2022,61,08/11/2008,MILL AND THICK OVERLAY
4,829250,MARTIN LUTHER KING JR W,051,UNIVERSITY AVE,ADDISON ST,A,O,4,335,60,"20,100",07/27/2022,90,03/26/2022,SLURRY SEAL
4,829250,MARTIN LUTHER KING JR W,053,ADDISON ST,ALLSTON WAY,A,O,4,665,60,"39,900",07/27/2022,53,08/11/2008,MILL AND THICK OVERLAY
4,829250,MARTIN LUTHER KING JR W,055,ALLSTON WAY,DWIGHT WAY,A,O,4,"1,980",56,"110,880",07/27/2022,62,08/11/2008,MILL AND THICK OVERLAY
3,835250,MARTIN LUTHER KING JR W,060,DWIGHT WAY,ASHBY AVE,A,O,4,"3,383",56,"189,448",07/12/2022,55,08/11/2008,MILL AND THICK OVERLAY
3,839250,MARTIN LUTHER KING JR W,070,ASHBY AVE,WOOLSEY ST & ADELINE ST,A,O,2,985,65,"64,025",07/12/2022,65,08/11/2008,MILL AND THICK OVERLAY
3,839250,MARTIN LUTHER KING JR W,075,63RD ST,MARTIN LUTHER KING JR WAY,R,A,2,520,24,"12,480",07/12/2022,34,11/01/1988,SLURRY SEAL
3,839250,MARTIN LUTHER KING JR W,078,ADELINE ST,SOUTH CITY LIMIT,A,O,3,335,72,"24,120",07/12/2022,69,08/11/2008,MILL AND THICK OVERLAY
5,112366,MARYLAND AVE,060,VERMONT AVE,KENTUCKY AVE,R,A,2,635,26,"16,510",07/18/2022,47,06/01/1994,RECONSTRUCT STRUCTURE (AC)
1,319368,MASONIC AVE,030,NORTH CITY LIMIT,SANTA FE AVE,R,A,2,480,30,"14,400",07/21/2022,82,08/31/2004,RECONSTRUCT STRUCTURE (AC)
2,933369,MATHEWS ST,060,DWIGHT WAY,PARKER ST,R,O,2,645,36,"23,220",07/13/2022,100,04/20/2021,MILL AND OVERLAY
2,933369,MATHEWS ST,062,PARKER ST,CARLETON ST,R,O,2,325,36,"11,700",07/13/2022,100,04/20/2021,MILL AND OVERLAY
2,933369,MATHEWS ST,064,CARLETON ST,WARD ST,R,O,2,629,36,"22,644",07/13/2022,14,09/01/1993,MILL AND OVERLAY W/FABRIC
2,933369,MATHEWS ST,066,WARD ST,RUSSELL ST,R,O,2,"1,208",36,"43,488",07/13/2022,25,11/01/1990,MILL AND THIN OVERLAY
5,418371,MC GEE AVE,030,HOPKINS ST,ROSE ST,R,A,2,807,36,"29,052",07/18/2022,54,12/15/2004,RECONSTRUCT SURFACE (AC)
5,418371,MC GEE AVE,035,ROSE ST,CEDAR ST,R,O,2,"1,105",36,"39,780",07/18/2022,11,10/01/1992,MILL AND OVERLAY W/FABRIC
1,423371,MC GEE AVE,040,CEDAR ST,VIRGINIA ST,R,O,2,645,36,"23,220",07/21/2022,36,06/01/1995,MILL AND OVERLAY W/FABRIC
1,423371,MC GEE AVE,043,VIRGINIA ST,OHLONE PARK,R,O,2,848,36,"30,528",07/21/2022,43,07/22/1997,MILL AND OVERLAY W/FABRIC
1,423371,MC GEE AVE,047,HEARST AVE,UNIVERSITY AVE,R,O,2,600,36,"21,600",07/21/2022,50,07/11/1997,MILL AND OVERLAY W/FABRIC
4,830371,MC GEE AVE,050,UNIVERSITY AVE,DWIGHT WAY,R,O,2,"3,005",42,"126,210",07/27/2022,26,07/15/1997,MILL AND OVERLAY W/FABRIC
3,834371,MC GEE AVE,060,DWIGHT WAY,DERBY ST,R,O,2,"1,350",36,"48,600",07/11/2022,60,07/01/1988,THIN OVERLAY w/FABRIC
3,834371,MC GEE AVE,065,DERBY ST,RUSSELL ST,R,A,2,"1,343",36,"48,348",07/11/2022,46,12/10/1998,RECONSTRUCT STRUCTURE (AC)
4,830372,MC KINLEY AVE,050,ADDISON ST,DWIGHT WAY,R,A,2,"2,670",42,"112,140",07/27/2022,35,07/01/1993,RECONSTRUCT SURFACE (AC)
5,212375,MENDOCINO PL,017,MENDOCINO AVE,LOS ANGELES AVE,R,A,2,110,26,"2,860",07/19/2022,21,,
5,213376,MENLO PL,050,THOUSAND OAKS BLVD,SANTA ROSA AVE,R,A,2,490,24,"11,760",07/19/2022,87,07/25/2014,RECONSTRUCT STRUCTURE (AC)
5,213376,MENLO PL,055,SANTA ROSA AVE,THE ALAMEDA,R,A,2,450,24,"10,800",07/19/2022,87,07/25/2014,RECONSTRUCT STRUCTURE (AC)
5,213377,MERCED ST,020,MADERA ST,SONOMA AVE,R,A,2,965,32,"30,880",07/19/2022,21,07/01/1993,RECONSTRUCT SURFACE (AC)
5,112378,MICHIGAN AVE,010,MARYLAND AVE,SPRUCE ST,R,O,2,"1,480",24,"35,520",07/18/2022,97,10/28/2020,MILL AND THICK OVERLAY
6,115379,MIDDLEFIELD RD,020,DEAD END,THE CROSSWAYS,R,O,2,415,18,"7,470",07/07/2022,80,06/30/2010,MILL AND THIN OVERLAY
6,115379,MIDDLEFIELD RD,022,THE CROSSWAYS,THE SHORTCUT,R,O,2,360,21,"7,560",07/07/2022,55,06/30/2010,MILL AND THIN OVERLAY
6,115379,MIDDLEFIELD RD,025,THE SHORTCUT,PARK HILLS RD,R,O,2,545,21,"11,445",07/07/2022,71,06/30/2010,MILL AND THIN OVERLAY
6,115380,MILLER AVE,070,POPPY LN,SHASTA RD,R,A,2,"3,510",21,"73,710",07/08/2022,40,06/01/1994,RECONSTRUCT STRUCTURE (AC)
5,114382,MILVIA ST,020,HOPKINS ST,YOLO AVE,R,O,2,435,32,"13,920",07/14/2022,89,07/25/2014,MILL AND OVERLAY
5,517382,MILVIA ST,025,YOLO AVE,EUNICE ST,R,O,2,217,32,"6,944",07/14/2022,51,,
5,517382,MILVIA ST,030,EUNICE ST,BERRYMAN ST,R,O,2,670,26,"17,420",07/14/2022,88,05/19/2016,MILL AND OVERLAY
5,517382,MILVIA ST,032,BERRYMAN ST,ROSE ST,R,O,2,665,36,"23,940",07/14/2022,85,07/09/2014,MILL AND OVERLAY
5,517382,MILVIA ST,034,ROSE ST,CEDAR ST,R,O,2,"1,325",36,"47,700",07/26/2022,24,10/01/1992,MILL AND OVERLAY W/FABRIC
4,524382,MILVIA ST,040,CEDAR ST,HEARST AVE,C,O,2,"1,665",36,"59,940",07/26/2022,31,03/01/1990,MILL AND THICK OVERLAY
4,524382,MILVIA ST,047,UNIVERSITY AVE,HEARST AVE,C,O,2,615,40,"24,600",07/28/2022,90,03/26/2022,SLURRY SEAL
4,729382,MILVIA ST,050,UNIVERSITY AVE,CENTER ST,C,O,2,660,40,"26,400",07/28/2022,90,03/26/2022,SLURRY SEAL
4,729382,MILVIA ST,052,CENTER ST,CHANNING WAY,C,O,2,"1,655",51,"84,405",07/28/2022,90,03/26/2022,SLURRY SEAL
4,729382,MILVIA ST,058,CHANNING WAY,BLAKE ST,C,O,2,990,36,"35,640",07/11/2022,88,03/01/2022,DEEP PATCH
3,735382,MILVIA ST,060,BLAKE ST,RUSSELL ST,R,A,2,"2,340",36,"84,240",07/11/2022,97,05/26/2020,FDR
5,213383,MIRAMAR AVE,010,SAN LORENZO AVE,CAPISTRANO AVE,R,O,2,380,26,"9,880",07/19/2022,34,08/01/1996,MILL AND THICK OVERLAY
5,418384,MIRAMONTE CT,030,ADA ST,SOUTH DEAD END (ADA ST),R,O,2,180,21,"3,780",07/18/2022,58,08/27/2008,MILL AND THICK OVERLAY
5,213385,MODOC ST,020,SOLANO AVE,MARIN AVE,R,O,2,560,36,"20,160",07/19/2022,97,07/03/2019,MILL AND THICK OVERLAY
5,214386,MONTEREY AVE,020,MARIN AVE,THE ALAMEDA,C,O,2,400,61,"24,400",07/19/2022,85,11/30/2011,MILL AND THICK OVERLAY
5,213386,MONTEREY AVE,022,THE ALAMEDA,HOPKINS ST,C,O,2,"3,035",48,"145,680",07/29/2022,96,09/15/2020,MILL AND THICK OVERLAY
5,112387,MONTROSE RD,060,SAN LUIS RD,SANTA BARBARA RD,R,O,2,375,23,"8,625",07/18/2022,44,07/10/1997,MILL AND THICK OVERLAY
5,112387,MONTROSE RD,065,SANTA BARBARA RD,SPRUCE ST,R,O,2,640,24,"15,360",07/18/2022,50,07/10/1997,MILL AND THICK OVERLAY
8,627388,MOSSWOOD RD,070,PANORAMIC WAY,DEAD END ABOVE ARDEN RD,R,A,2,800,15,"12,000",07/28/2022,92,08/16/2019,RECONSTRUCT STRUCTURE (AC)
6,115389,MUIR WAY,080,GRIZZLY PEAK BLVD,PARK HILLS RD,R,A,2,385,25,"9,625",07/07/2022,44,07/25/2014,RECONSTRUCT STRUCTURE (AC)
2,920390,MURRAY ST,030,7TH ST,SAN PABLO AVE,R,A,2,"1,322",29,"38,338",07/13/2022,91,07/03/2019,RECONSTRUCT STRUCTURE (AC)
8,638391,MYSTIC ST,080,ROCKWELL ST,DEAD END NR ETON CT,R,O,2,110,26,"2,860",07/28/2022,72,,
5,214400,NAPA AVE,060,HOPKINS ST,BLOCKADE @ THE ALAMEDA,R,O,2,970,32,"31,040",07/14/2022,39,07/01/1995,MILL AND OVERLAY W/FABRIC
5,213401,NEILSON ST,010,VISALIA AVE,SOLANO AVE,R,A,2,"2,635",26,"68,510",07/19/2022,69,09/13/2002,RECONSTRUCT STRUCTURE (AC)
1,319401,NEILSON ST,035,BARTD,HOPKINS ST,R,O,2,"1,200",26,"31,200",07/19/2022,23,07/01/1995,MILL AND OVERLAY W/FABRIC
3,735402,NEWBURY ST,068,RUSSELL ST,ASHBY AVE,R,O,2,550,30,"16,500",07/08/2022,54,07/01/1988,MILL AND OVERLAY W/FABRIC
8,638404,NOGALES ST,070,THE PLAZA DR,PARKSIDE DR,R,A,2,285,40,"11,400",07/20/2022,77,07/28/2003,RECONSTRUCT STRUCTURE (AC)
5,418405,NORTH ST,035,NORTH DEAD END (JAYNES ST),JAYNES ST,R,A,2,155,24,"3,720",07/19/2022,88,05/18/2016,RECONSTRUCT SURFACE (AC)
2,931410,NORTH VALLEY ST,050,NORTH DEAD END (ALLSTON),ALLSTON WAY,R,A,2,375,23,"8,625",07/12/2022,71,07/29/1997,RECONSTRUCT PCC
5,112406,NORTHAMPTON AVE,060,SANTA BARBARA RD,SPRUCE ST,R,A,2,"1,150",23,"26,450",07/18/2022,24,09/08/1999,RECONSTRUCT STRUCTURE (AC)
5,212544,NORTHBRAE TUNNEL,065,CONTRA COSTA AVE,DEL NORTE ST,C,A,2,"1,410",24,"33,840",07/19/2022,92,11/30/2017,RECONSTRUCT STRUCTURE (AC)
6,516407,NORTHGATE AVE,080,DEAD END (NORTHGATE PATH),SHASTA RD,R,A,2,880,21,"18,480",07/07/2022,87,08/02/2012,RECONSTRUCT STRUCTURE (AC)
1,319409,NORTHSIDE AVE,030,GILMAN ST,BARTD,R,O,2,430,30,"12,900",07/19/2022,30,07/01/1995,MILL AND OVERLAY W/FABRIC
1,319409,NORTHSIDE AVE,035,BARTD,HOPKINS ST,R,O,2,880,30,"26,400",07/19/2022,25,07/01/1995,MILL AND OVERLAY W/FABRIC
8,637423,OAK KNOLL TERRACE,060,GARBER ST,AVALON AVE,R,A,2,475,36,"17,100",07/29/2022,15,08/01/1996,RECONSTRUCT SURFACE (AC)
8,638425,OAK RIDGE RD,070,TUNNEL RD,DEAD END (OAK RIDGE STEPS),R,A,2,"1,200",17,"20,400",07/20/2022,76,07/28/2003,RECONSTRUCT STRUCTURE (AC)
6,115420,OAK ST,070,ARCH ST,GLEN AVE,R,O,2,313,24,"7,512",07/07/2022,11,,
6,115420,OAK ST,075,WEST END,HIGH CT,R,O,2,141,24,"3,384",07/07/2022,8,,
8,638426,OAKVALE AVE,090,CLAREMONT AVE,DOMINGO AVE,R,O,2,"1,190",30,"35,700",07/20/2022,84,12/15/2011,MILL AND THICK OVERLAY
6,516427,OLYMPUS AVE,030,AVENIDA DR,FAIRLAWN DR,R,A,2,825,25,"20,625",07/07/2022,25,07/01/1993,RECONSTRUCT SURFACE (AC)
6,516427,OLYMPUS AVE,035,FAIRLAWN DR,DEAD END (U C PLOT 82),R,O,2,760,21,"15,960",07/07/2022,20,,
1,319429,ORDWAY ST,030,NORTH CITY LIMIT,HOPKINS ST,R,O,2,"1,390",36,"50,040",07/19/2022,23,07/01/1995,MILL AND OVERLAY W/FABRIC
1,319429,ORDWAY ST,035,HOPKINS ST,ROSE ST,R,O,2,490,26,"12,740",07/19/2022,62,11/01/1988,MILL AND OVERLAY W/FABRIC
2,933430,OREGON ST,040,SAN PABLO AVE,MABEL ST,R,O,2,790,36,"28,440",07/12/2022,18,11/01/1990,MILL AND THIN OVERLAY
2,933430,OREGON ST,045,PARK ST,SACRAMENTO ST,R,O,2,977,36,"35,172",07/12/2022,24,11/01/1990,MILL AND THIN OVERLAY
3,834430,OREGON ST,050,SACRAMENTO ST,CALIFORNIA ST,R,O,2,620,36,"22,320",07/11/2022,79,09/03/2008,MILL AND THICK OVERLAY
3,834430,OREGON ST,052,CALIFORNIA ST,GRANT ST,R,O,2,"1,319",36,"47,484",07/11/2022,10,10/01/1992,MILL AND OVERLAY W/FABRIC
3,834430,OREGON ST,055,GRANT ST,MARTIN LUTHER KING JR WAY,R,A,2,450,36,"16,200",07/11/2022,31,06/16/2000,RECONSTRUCT SURFACE (AC)
3,835430,OREGON ST,060,MARTIN LUTHER KING JR WAY,MILVIA ST,R,A,2,675,42,"28,350",07/11/2022,33,06/16/2000,RECONSTRUCT SURFACE (AC)
3,735430,OREGON ST,063,MILVIA ST,ADELINE ST,R,A,2,560,42,"23,520",07/11/2022,50,06/16/2000,RECONSTRUCT SURFACE (AC)
3,735430,OREGON ST,064,ADELINE ST,SHATTUCK AVE,R,A,2,262,42,"11,004",07/11/2022,70,,
3,735430,OREGON ST,066,SHATTUCK AVE,FULTON ST,R,A,2,850,36,"30,600",07/11/2022,34,06/16/2000,RECONSTRUCT SURFACE (AC)
"3,8",736430,OREGON ST,070,FULTON ST,REGENT ST,R,A,2,"2,050",36,"73,800",07/11/2022,75,06/16/2000,RECONSTRUCT STRUCTURE (AC)
3,835431,OTIS ST,065,RUSSELL ST,ASHBY AVE,R,A,2,700,36,"25,200",07/08/2022,34,04/01/2001,RECONSTRUCT STRUCTURE (AC)
6,115432,OVERLOOK RD,020,END NORTH OF THE CROSSWAYS,PARK HILLS RD,R,O,2,"1,715",22,"37,730",07/07/2022,54,11/25/2008,MILL AND THICK OVERLAY
5,112434,OXFORD ST,010,INDIAN ROCK AVE,MARIN AVE,R,A,2,975,23,"22,425",07/14/2022,40,08/10/1998,RECONSTRUCT STRUCTURE (AC)
5,114434,OXFORD ST,020,MARIN AVE,LOS ANGELES AVE,R,A,2,"1,400",23,"32,200",07/14/2022,73,11/06/2003,RECONSTRUCT STRUCTURE (AC)
5,517434,OXFORD ST,030,EUNICE ST,ROSE ST,R,A,2,"1,350",36,"48,600",07/14/2022,45,05/17/2006,RECONSTRUCT STRUCTURE (AC)
5,517434,OXFORD ST,035,ROSE ST,CEDAR ST,A,P,2,"1,318",33,"43,494",07/14/2022,61,,
"4,6",524434,OXFORD ST,041,CEDAR ST,161' N/O HEARST AVE,A,P,2,"1,475",43,"63,425",07/27/2022,46,,
"4,6",524434,OXFORD ST,042,161' N/O HEARST AVE,HEARST AVE,A,O,2,161,43,"6,923",07/27/2022,94,12/22/2017,MILL AND THICK OVERLAY
"4,7",524434,OXFORD ST,045,HEARST AVE,BERKELEY WAY,A,A,4,290,68,"19,720",07/27/2022,80,09/13/2002,RECONSTRUCT STRUCTURE (AC)
"4,7",424434,OXFORD ST,048,BERKELEY WAY,UNIVERSITY AVE,A,A,4,315,69,"21,735",07/27/2022,71,09/13/2002,RECONSTRUCT STRUCTURE (AC)
"4,7",729434,OXFORD ST,052,UNIVERSITY AVE,ADDISON ST,A,A,4,350,64,"22,400",07/27/2022,74,09/13/2002,RECONSTRUCT STRUCTURE (AC)
"4,7",729434,OXFORD ST,054,ADDISON ST,KITTREDGE ST,A,A,4,"1,015",62,"62,930",07/27/2022,77,09/13/2002,RECONSTRUCT STRUCTURE (AC)
1,320440,PAGE ST,020,EAST FRONTAGE RD,2ND ST,R,A,2,270,36,"9,720",07/21/2022,89,,
1,320440,PAGE ST,022,2ND ST,RAILROAD TRACKS,R,O,2,345,16,"5,520",07/21/2022,89,,
1,320440,PAGE ST,026,3RD ST,4TH ST,R,A,2,330,30,"9,900",07/21/2022,77,07/03/2019,RECONSTRUCT SURFACE (AC)
1,320440,PAGE ST,028,4TH ST,6TH ST,R,A,2,637,30,"19,110",07/21/2022,68,12/01/2017,SLURRY SEAL
1,321440,PAGE ST,030,6TH ST,10TH ST,R,A,2,"1,335",30,"40,050",07/21/2022,69,12/01/2017,SLURRY SEAL
1,321440,PAGE ST,035,10TH ST,SAN PABLO AVE,R,A,2,335,36,"12,060",07/21/2022,49,12/01/1989,RECONSTRUCT SURFACE (AC)
1,319440,PAGE ST,040,SAN PABLO AVE,CORNELL AVE,R,A,2,765,36,"27,540",07/21/2022,40,12/01/1989,RECONSTRUCT SURFACE (AC)
8,637441,PALM CT,080,KELSEY ST,DEAD END (KELSEY ST),R,A,2,150,25,"3,750",07/29/2022,80,12/15/2004,RECONSTRUCT SURFACE (AC)
8,627442,PANORAMIC WAY,082,CANYON RD,1ST TURN,R,A,2,670,17,"11,390",07/28/2022,92,08/16/2019,RECONSTRUCT STRUCTURE (AC)
8,627442,PANORAMIC WAY,084,1ST TURN,ARDEN RD,R,A,2,"1,015",15,"15,225",07/28/2022,91,08/16/2019,RECONSTRUCT STRUCTURE (AC)
8,627442,PANORAMIC WAY,086,ARDEN RD,BEG OF PCC (DWIGHT WAY),R,A,2,625,15,"9,375",07/28/2022,91,08/16/2019,RECONSTRUCT STRUCTURE (AC)
8,627442,PANORAMIC WAY,088,BEG OF PCC (DWIGHT WAY),END OF PCC (#222),R,P,2,517,15,"7,755",07/28/2022,98,08/16/2019,RECONSTRUCT STRUCTURE (PCC)
8,627442,PANORAMIC WAY,090,END OF PCC,EAST CITY LIMIT,R,A,2,836,15,"12,540",07/28/2022,91,08/16/2019,RECONSTRUCT STRUCTURE (AC)
2,920443,PARDEE ST,030,7TH ST,SAN PABLO AVE,R,O,2,"1,330",30,"39,900",07/13/2022,15,09/01/1991,MILL AND OVERLAY W/FABRIC
6,115684,PARK GATE,020,PARK HILLS RD,SHASTA RD,R,A,2,180,40,"7,200",07/07/2022,66,07/25/2014,RECONSTRUCT STRUCTURE (AC)
6,115447,PARK HILLS RD,020,WILDCAT CANYON RD,MIDDLEFIELD RD,R,O,2,850,22,"18,700",07/07/2022,79,07/31/2012,MILL AND THIN OVERLAY
6,115447,PARK HILLS RD,023,MIDDLEFIELD RD,PARK GATE,R,O,2,"1,305",22,"28,710",07/07/2022,61,07/31/2012,MILL AND THIN OVERLAY
6,115447,PARK HILLS RD,025,PARK GATE,SHASTA RD,R,O,2,920,22,"20,240",07/07/2022,64,07/31/2012,MILL AND THIN OVERLAY
2,933444,PARK ST,065,WARD ST,BURNETTE ST,R,O,2,"1,363",36,"49,068",07/12/2022,18,09/01/1991,MILL AND OVERLAY W/FABRIC
2,920446,PARKER ST,032,25' W/O 7TH ST,7TH ST,R,A,4,25,50,"1,250",07/13/2022,76,,
2,920446,PARKER ST,035,7TH ST,SAN PABLO AVE,R,A,2,"1,350",36,"48,600",07/13/2022,58,06/15/2016,SLURRY SEAL
2,933446,PARKER ST,040,SAN PABLO AVE,MATHEWS ST,R,O,2,560,36,"20,160",07/13/2022,99,04/20/2021,MILL AND OVERLAY
2,933446,PARKER ST,042,MATHEWS ST,MABEL ST,R,O,2,560,36,"20,160",07/13/2022,100,04/20/2021,MILL AND OVERLAY
2,933446,PARKER ST,045,MABEL ST,SACRAMENTO ST,R,O,2,"1,320",36,"47,520",07/13/2022,20,09/01/1991,MILL AND OVERLAY W/FABRIC
3,834446,PARKER ST,050,SACRAMENTO ST,MARTIN LUTHER KING JR WAY,R,A,2,"2,560",36,"92,160",07/11/2022,74,12/01/2017,SLURRY SEAL
3,735446,PARKER ST,066,SHATTUCK AVE,FULTON  ST,R,O,2,650,36,"23,400",07/11/2022,84,07/25/2014,MILL AND OVERLAY
3,736446,PARKER ST,072,FULTON ST,ELLSWORTH ST,R,O,2,660,36,"23,760",07/11/2022,77,07/25/2014,MILL AND OVERLAY
3,736446,PARKER ST,074,ELLSWORTH ST,DANA ST,R,O,2,670,36,"24,120",07/28/2022,35,08/12/1997,MILL AND OVERLAY W/FABRIC
"3,8",736446,PARKER ST,075,DANA ST,HILLEGASS AVE,R,O,2,"1,175",36,"42,300",07/28/2022,50,07/01/1988,THIN OVERLAY w/FABRIC
8,636446,PARKER ST,078,HILLEGASS AVE,COLLEGE AVE,R,O,2,760,36,"27,360",07/28/2022,7,08/08/1997,MILL AND OVERLAY W/FABRIC
8,637446,PARKER ST,080,COLLEGE AVE,PIEDMONT AVE,R,A,2,665,36,"23,940",07/28/2022,89,10/10/2016,RECONSTRUCT
8,637446,PARKER ST,085,PIEDMONT AVE,WARRING ST,R,A,2,325,36,"11,700",07/28/2022,89,10/10/2016,RECONSTRUCT
3,835446,PARKER ST,060A,MARTIN LUTHER KING JR WAY,374' E/O MARTIN LUTHER KING JR WAY,R,O,2,374,42,"15,708",07/11/2022,80,10/10/2015,MILL AND OVERLAY
3,835446,PARKER ST,060B,374' E/O MARTIN LUTHER KING JR WAY,MILVIA ST,R,A,2,291,42,"12,222",07/11/2022,79,06/15/2016,SLURRY SEAL
8,638448,PARKSIDE DR,080,ENCINA PL,THE PLAZA DR,R,A,2,"1,700",28,"47,600",07/20/2022,84,10/14/2002,RECONSTRUCT STRUCTURE (AC)
6,516450,PARNASSUS RD,030,DEL MAR AVE,CAMPUS DR,R,O,2,"1,145",24,"27,480",07/06/2022,88,10/10/2016,MILL AND OVERLAY
5,213451,PERALTA AVE,010,COLUSA AVE,SOLANO AVE,R,A,2,"2,250",26,"58,500",07/19/2022,72,09/13/2002,RECONSTRUCT STRUCTURE (AC)
1,319451,PERALTA AVE,030,NORTH CITY LIMIT,HOPKINS ST,R,O,2,"1,750",42,"73,500",07/19/2022,33,10/01/1992,MILL AND THICK OVERLAY
7,627452,PIEDMONT AVE,040,AT END OF GAYLEY RD,BANCROFT WAY,C,A,2,723,46,"33,258",07/28/2022,68,10/01/2012,RECONSTRUCT STRUCTURE (AC)
7,627452,PIEDMONT AVE,060,BANCROFT WAY,DWIGHT WAY,C,A,2,"1,392",46,"64,032",07/28/2022,68,08/17/2006,RECONSTRUCT STRUCTURE (AC)
8,637452,PIEDMONT AVE,060,DWIGHT WAY,PARKER ST,R,A,2,622,36,"22,392",07/28/2022,91,10/10/2016,RECONSTRUCT
8,637452,PIEDMONT AVE,062,PARKER ST,DERBY ST,R,A,2,708,36,"25,488",07/28/2022,63,,
8,637452,PIEDMONT AVE,063,DERBY ST,STUART ST,R,A,2,825,36,"29,700",07/28/2022,41,07/28/2003,RECONSTRUCT SURFACE (AC)
8,637452,PIEDMONT AVE,065,STUART ST,RUSSELL ST,R,A,2,455,36,"16,380",07/28/2022,54,,
8,637452,PIEDMONT AVE,066,RUSSELL ST,ASHBY AVE,R,A,2,325,36,"11,700",07/29/2022,76,12/15/2004,RECONSTRUCT SURFACE (AC)
